track_id,forecast_time,valid_time_est,lead_time,center_lat,center_lon,cone_radius_km,estimated_population_exposed,risk_score,region_proxy
KALMAEGI,2025-11-05 12:00:00+00:00,2025-11-06 00:00:00+00:00,12,13.174509803921568,112.53137254901962,84.18447135671519,1864252.933709428,73.2777675740804,R_10_29
KALMAEGI,2025-11-05 00:00:00+00:00,2025-11-06 00:00:00+00:00,24,13.288235294117646,112.89411764705883,137.16342191461172,5718360.112442179,76.6129980362784,R_10_29
KALMAEGI,2025-11-04 00:00:00+00:00,2025-11-06 00:00:00+00:00,48,13.052941176470586,112.81176470588235,240.30970985087671,11206708.343189752,78.67508647691074,R_10_29
KALMAEGI,2025-11-03 00:00:00+00:00,2025-11-06 00:00:00+00:00,72,13.16122448979592,113.21020408163264,420.4054653129228,14423659.15262384,79.43702778125989,R_10_29
KALMAEGI,2025-11-02 00:00:00+00:00,2025-11-06 00:00:00+00:00,96,13.048,115.564,542.462626516571,14975783.469062792,79.60466268460752,R_10_29
FUNG-WONG,2025-11-06 00:00:00+00:00,2025-11-06 06:00:00+00:00,6,9.766,140.094,212.05181794574185,371870.725981578,70.34038412157602,R_9_32
FUNG-WONG,2025-11-05 18:00:00+00:00,2025-11-06 06:00:00+00:00,12,9.86530612244898,140.81632653061226,200.01431752668657,316988.7473378171,69.91451903311197,R_9_32
KALMAEGI,2025-11-06 00:00:00+00:00,2025-11-06 06:00:00+00:00,6,13.249019607843136,110.87647058823528,73.80488873283687,1187728.7447612395,71.69899088221759,R_10_29
KALMAEGI,2025-11-05 18:00:00+00:00,2025-11-06 06:00:00+00:00,12,13.3,110.90392156862744,89.50315367291208,1187728.7447612395,71.69899088221759,R_10_29
KALMAEGI,2025-11-05 06:00:00+00:00,2025-11-06 06:00:00+00:00,24,13.403921568627451,111.2588235294118,152.6076371547881,5959688.191375766,76.48578054524131,R_10_29
KALMAEGI,2025-11-04 06:00:00+00:00,2025-11-06 06:00:00+00:00,48,13.043137254901962,111.64509803921568,236.83647027137633,11015419.435268857,78.51458432942704,R_10_29
KALMAEGI,2025-11-03 06:00:00+00:00,2025-11-06 06:00:00+00:00,72,13.314,111.758,307.87116838918735,12692199.354969544,78.96953955505226,R_10_29
