cones,mean_cone_radius_km,max_cone_radius_km,mean_population_exposed,p90_population_exposed,mean_risk_score,p90_risk_score,used_proxy_external_data
1262,207.61123629349842,1055.8694907589581,2194252.896106987,5522368.764432257,67.85597356032737,76.1404239956682,True
